,team_id_salary,league_id_salary,salary,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,w,l,gs,sv,ipouts,er,baopp,era,wp,bk,bfp,gf,inn_outs,po,a,e,dp,Days Played
4690,KCA,AL,648000,81.0,0.0,16.0,36.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.5,99.0,14.0,0.25,7.25,2.0,0.0,149.0,15.0,99.0,3.0,3.0,1.0,0.0,1117.0
4691,BOS,AL,1200000,357.0,1.0,77.0,119.0,0.0,0.0,11.0,0.0,0.0,0.0,118.0,120.0,3.0,5.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,411.0,64.0,0.7219999999999999,14.91,14.0,1.0,636.0,23.0,411.0,2.0,16.0,1.0,0.0,1504.0
4692,LAN,NL,10237500,3409.75,3419.5,909.0,1884.75,152.5,17.5,191.5,357.5,51.0,35.0,649.0,1307.0,57.0,55.5,6.0,43.5,70.0,0.0,0.0,542.5,0.0,6.0,1.0,0.8300000000000001,9.0,0.0,1.0,7.0,2.0,23936.0,2443.75,534.25,64.5,87.0,5867.0
4693,NYN,NL,3450000,703.0,68.0,250.0,480.0,1.0,0.0,62.0,1.0,0.0,0.0,158.0,344.0,16.0,11.0,19.0,3.0,0.0,31.0,28.0,74.0,2.0,1422.0,221.0,1.594,36.5,19.0,2.5,2006.0,52.5,1424.0,41.0,65.0,5.0,4.0,2474.0
4694,SLN,NL,1845000,2515.0,2945.0,372.0,799.0,142.0,17.5,49.0,357.5,44.0,18.0,308.0,316.0,29.0,4.0,6.0,24.0,57.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,6060.0
4695,LAN,NL,1471500,45.0,0.0,23.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,11.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,41.0,23.0,1.358,76.75999999999999,2.0,0.0,76.0,11.0,42.0,0.0,1.0,0.0,0.0,636.0
4696,SDN,NL,397500,165.0,273.0,20.0,64.0,14.0,1.0,5.0,32.0,62.5,31.0,17.0,41.0,2.0,2.0,1.0,3.0,5.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2001.0,467.0,46.0,8.0,6.0,356.0
4697,SEA,AL,360000,384.0,12.0,88.0,163.0,1.0,0.0,8.0,0.0,0.0,0.0,99.0,144.0,16.0,7.0,3.0,0.0,0.0,4.0,7.0,0.0,2.5,548.0,76.0,1.14,18.02,8.0,2.5,792.0,41.0,548.0,13.0,26.0,2.0,2.0,1148.0
4698,CLE,AL,1528800,126.0,165.0,18.0,30.0,3.0,1.0,10.0,21.0,0.0,0.0,10.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,40.0,28.0,4.0,5.0,704.0
4699,MON,NL,345000,81.0,1.0,31.0,45.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,18.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,102.0,31.0,1.26,34.1,3.0,2.0,163.0,12.0,102.0,2.0,3.0,1.0,0.0,1150.0
4700,CHN,NL,1575000,1651.0,1573.0,241.0,423.0,77.0,8.0,25.0,132.0,58.0,29.0,138.0,280.0,2.0,19.0,16.0,14.0,25.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906.0,1950.0,24.0,33.0,7.0,3319.0
4701,NYA,AL,15000000,408.0,39.0,409.0,860.0,1.0,0.0,59.0,1.0,0.0,0.0,236.0,385.0,10.0,25.0,18.0,18.0,1.0,40.0,34.0,126.0,1.0,2377.0,370.0,2.411,43.45,30.0,2.0,3362.0,3.0,2373.0,48.0,156.0,3.0,15.0,3038.0
4702,DET,AL,300000,30.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,6.0,0.3999999999999999,8.23,0.0,0.0,59.0,5.0,36.0,1.0,0.0,1.0,0.0,538.0
4703,CHA,AL,645000,285.0,0.0,60.0,115.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,66.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,281.0,53.0,0.4409999999999999,18.84,5.0,0.0,414.0,27.0,280.0,3.0,9.0,1.0,0.0,820.0
4704,LAN,NL,4050000,1819.0,2234.0,242.0,588.0,131.0,5.0,90.0,357.5,1.0,6.0,192.0,422.0,36.0,9.0,0.0,27.0,66.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12859.0,2247.0,153.0,23.0,87.0,3789.0
4705,TOR,AL,14250000,1386.0,1.0,268.0,551.0,0.0,0.0,32.0,0.0,0.0,0.0,286.0,679.0,39.0,17.0,0.0,0.0,0.0,32.0,37.0,4.0,2.5,2000.0,243.0,2.79,72.12,40.0,2.5,2783.0,52.5,2000.0,37.0,86.0,6.0,3.0,3358.0
4706,TEX,AL,2595000,3409.75,3419.5,594.0,1236.0,152.5,17.5,130.0,357.5,62.5,30.0,351.0,775.0,28.0,13.0,14.0,35.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,185.0,64.5,76.0,4048.0
4707,SDN,NL,342000,295.0,254.0,25.0,55.0,12.0,2.0,5.0,20.0,3.0,7.0,23.0,65.0,0.0,3.0,2.0,1.0,11.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3104.0,244.0,4.0,10.0,0.0,513.0
4708,PIT,NL,2550000,1713.0,1548.0,210.0,389.0,73.0,11.0,39.0,219.0,33.0,15.0,186.0,247.0,11.0,13.0,20.0,22.0,36.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20400.0,1797.0,61.0,24.0,7.0,3973.0
4709,TOR,AL,337500,54.0,0.0,52.0,63.0,0.0,0.0,8.0,0.0,0.0,0.0,52.0,29.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,18.0,0.0,177.0,49.0,0.48,14.56,8.0,1.0,287.0,6.0,177.0,5.0,9.0,0.0,2.0,309.0
4710,NYA,AL,1717800,441.0,3.0,113.0,265.0,0.0,0.0,26.0,0.0,0.0,0.0,95.0,246.0,4.0,12.0,7.0,6.0,7.0,13.0,15.0,20.0,2.5,868.0,109.0,1.2559999999999998,32.79,14.0,0.0,1206.0,33.0,474.0,12.0,32.0,3.0,2.0,1189.0
4711,COL,NL,2925000,984.0,19.0,496.0,877.0,1.0,0.0,135.0,1.0,0.0,0.0,253.0,533.0,34.0,29.0,4.0,18.0,0.0,39.0,39.0,103.0,2.5,2380.0,370.0,3.628,84.0375,18.0,2.0,3431.25,52.5,2384.0,37.0,69.0,5.0,3.0,4335.0
4712,SEA,AL,29550000,938.0,41.0,904.0,1864.0,0.0,0.0,191.5,4.0,0.0,0.0,574.0,1116.0,21.0,55.5,48.5,43.5,0.0,40.0,45.0,321.0,1.0,2387.5,370.0,2.858,56.45,30.0,2.5,3431.25,4.0,5588.0,68.0,208.0,13.0,13.0,4123.0
4713,CAL,AL,2925000,3409.75,3419.5,926.0,1884.0,152.5,17.5,164.0,357.5,62.5,35.0,468.0,1266.0,57.0,36.0,25.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,209.0,64.5,44.0,5827.0
4714,SLN,NL,1170000,23.0,19.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,9.0,0.0,0.0,19.0
4715,BAL,AL,255000,1129.0,1586.0,190.0,414.0,65.0,17.5,20.0,146.0,28.0,18.0,65.0,266.0,1.0,9.0,16.0,13.0,31.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567.0,674.0,534.25,64.5,87.0,4318.0
4716,MON,NL,1950000,1766.0,2797.0,358.0,703.0,103.0,17.5,27.0,255.0,62.5,35.0,261.0,409.0,6.0,1.0,44.0,21.0,33.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20011.0,1220.0,534.25,64.5,87.0,3680.0
4717,KCA,AL,1275000,1778.0,2505.0,305.0,656.0,90.0,17.5,21.0,261.0,62.5,35.0,199.0,265.0,10.0,14.0,28.0,18.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,19093.0,2443.75,287.0,53.0,87.0,3420.0
4718,COL,NL,624000,323.0,195.0,15.0,46.0,10.0,1.0,2.0,15.0,2.0,3.0,10.0,36.0,0.0,1.0,4.0,4.0,5.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758.0,238.0,4.0,6.0,0.0,599.0
4719,MIN,AL,327000,81.0,0.0,14.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,13.0,0.26,5.4,0.0,0.0,94.0,7.0,65.0,1.0,4.0,0.0,0.0,60.0
4720,ANA,AL,8700000,621.0,175.0,560.0,1024.0,13.0,1.0,139.0,19.0,0.0,0.0,360.0,611.0,7.0,35.0,15.0,2.0,8.0,40.0,45.0,274.0,1.0,2387.5,370.0,1.65,59.06999999999999,35.0,2.5,3431.25,29.0,2676.0,33.0,124.0,7.0,4.0,2590.0
4721,WAS,NL,981000,93.0,86.0,10.0,17.0,2.0,1.0,1.0,7.0,2.0,4.0,6.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,39.0,1.0,1.0,0.0,685.0
4722,PIT,NL,5250000,999.0,6.0,91.0,242.0,0.0,0.0,24.0,0.0,0.0,0.0,87.0,292.0,7.0,18.0,15.0,10.0,8.0,24.0,8.0,0.0,2.5,956.0,87.0,1.0599999999999998,13.260000000000002,4.0,0.0,1267.0,37.0,729.0,18.0,51.0,3.0,1.0,1579.0
4723,LAN,NL,1050000,693.0,2.0,125.0,238.0,0.0,0.0,22.0,2.0,0.0,0.0,104.0,164.0,19.0,10.0,0.0,0.0,0.0,14.0,14.0,0.0,2.5,749.0,109.0,1.49,24.950000000000003,22.0,2.0,1092.0,52.5,749.0,6.0,41.0,2.0,3.0,1883.0
4724,FLO,NL,903000,78.0,12.0,47.0,66.0,0.0,0.0,10.0,0.0,0.0,0.0,36.0,42.0,1.0,3.0,3.0,6.0,0.0,5.0,8.0,8.0,0.0,185.0,42.0,0.901,22.92,4.0,1.0,284.0,4.0,186.0,7.0,8.0,0.0,2.0,691.0
4725,NYN,NL,11799999,2895.0,139.0,718.0,1446.0,0.0,0.0,135.0,4.0,0.0,0.0,611.0,1061.0,57.0,55.5,48.5,23.0,0.0,40.0,45.0,136.0,2.5,2387.5,370.0,4.03875,84.0375,40.0,2.5,3431.25,52.5,4132.0,56.0,162.0,13.0,9.0,6637.0
4726,SEA,AL,600000,96.0,1.0,29.0,39.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,28.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,112.0,26.0,0.267,18.41,6.0,0.0,179.0,10.0,111.0,1.0,6.0,1.0,0.0,810.0
4727,LAN,NL,28050000,1075.0,208.0,945.0,1884.75,6.0,1.0,191.5,13.0,0.0,0.0,522.0,1287.0,44.0,55.5,48.5,43.5,1.0,40.0,45.0,303.0,2.0,2387.5,370.0,3.3640000000000003,62.8,37.0,2.5,3431.25,21.0,5513.0,116.0,229.0,13.0,13.0,4186.0
4728,LAA,AL,54000000,873.0,36.0,735.0,1656.0,0.0,0.0,191.5,1.0,0.0,0.0,490.0,1314.0,15.0,47.0,32.0,42.0,9.0,40.0,45.0,291.0,0.0,2387.5,370.0,2.3759999999999994,34.28,36.0,1.0,3431.25,0.0,5064.0,97.0,159.0,15.0,7.0,3415.0
4729,ARI,NL,25500000,597.0,391.0,569.0,1244.0,9.0,0.0,92.0,29.0,0.0,0.0,445.0,1247.0,34.0,50.0,48.5,36.0,4.0,40.0,45.0,198.0,0.0,2387.5,370.0,1.803,32.879999999999995,40.0,2.5,3431.25,1.0,3960.0,101.0,268.0,20.0,21.0,2176.0
4730,CHA,AL,1500000,279.0,0.0,61.0,109.0,0.0,0.0,9.0,0.0,0.0,0.0,68.0,90.0,6.0,3.0,1.0,5.0,9.0,7.0,5.0,0.0,0.0,327.0,55.0,0.7829999999999999,13.47,16.0,0.0,492.0,36.0,237.0,4.0,11.0,4.0,0.0,760.0
4731,BAL,AL,5250000,1071.0,5.0,158.0,378.0,0.0,0.0,19.0,0.0,0.0,0.0,121.0,264.0,28.0,13.0,19.0,11.0,4.0,17.0,18.0,0.0,0.0,1128.0,140.0,1.84,23.930000000000003,13.0,2.5,1597.0,52.5,975.0,20.0,66.0,4.0,5.0,2275.0
4732,ANA,AL,2700000,684.0,0.0,133.0,305.0,0.0,0.0,19.0,0.0,0.0,0.0,105.0,162.0,20.0,9.0,8.0,5.0,0.0,19.0,8.0,0.0,2.5,852.0,119.0,2.116,41.21,8.0,1.0,1229.0,52.5,849.0,15.0,50.0,4.0,3.0,1861.0
4733,BAL,AL,2280000,1124.0,1450.0,157.0,368.0,73.0,2.0,33.0,176.0,62.5,35.0,140.0,209.0,5.0,12.0,11.0,4.0,53.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10708.0,2443.75,189.0,15.0,24.0,4040.0
4734,CLE,AL,2250000,3383.0,3419.0,504.0,900.0,150.0,17.5,70.0,342.0,62.5,35.0,325.0,578.0,28.0,28.0,47.0,30.0,42.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,71.0,64.5,10.0,4412.0
4735,COL,NL,360000,68.0,86.0,13.0,20.0,2.0,0.0,5.0,12.0,5.0,1.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,25.0,3.0,0.0,1.0,1028.0
4736,BAL,AL,1545000,471.0,905.0,116.0,236.0,44.0,17.0,4.0,60.0,40.0,16.0,75.0,141.0,1.0,10.0,13.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0,352.0,534.25,24.0,87.0,1512.0
4737,MIL,NL,33000000,2261.0,3419.5,691.0,1023.0,152.5,17.5,150.0,357.5,62.5,32.0,501.0,1127.0,13.0,55.5,9.0,18.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,1900.0,534.25,64.5,87.0,4288.0
4738,ML4,AL,7125000,792.0,0.0,770.0,1567.0,0.0,0.0,187.0,0.0,0.0,0.0,352.0,696.0,22.0,40.0,0.0,0.0,0.0,40.0,45.0,432.0,2.0,2387.5,370.0,3.0,49.0,19.0,2.5,3431.25,19.0,4454.0,166.0,208.0,18.0,20.0,3669.0
4739,PIT,NL,1125000,961.0,804.0,99.0,200.0,33.0,4.0,4.0,54.0,15.0,7.0,73.0,136.0,5.0,1.0,16.0,3.0,18.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,506.0,265.0,17.0,45.0,3663.0
4740,HOU,NL,1444500,31.0,5.0,36.0,53.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,27.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,8.0,0.0,127.0,34.0,0.6199999999999999,14.28,1.0,1.0,197.0,2.0,129.0,2.0,1.0,2.0,0.0,289.0
4741,ATL,NL,9150000,2959.0,3419.5,623.0,1207.0,152.5,17.5,25.0,357.5,62.5,35.0,658.0,658.0,38.0,40.0,48.5,42.0,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2056.0,534.25,64.5,87.0,4830.0
4742,OAK,AL,10350000,1535.0,582.0,945.0,1884.75,7.0,1.0,191.5,30.0,0.0,1.0,667.5,1314.0,57.0,55.5,48.5,2.0,4.0,40.0,45.0,542.5,2.5,2387.5,370.0,4.03875,61.13999999999999,40.0,2.5,3431.25,20.0,9282.0,243.0,394.0,26.0,30.0,5896.0
4743,SLN,NL,12150000,627.0,140.0,365.0,643.0,0.0,0.0,86.0,6.0,0.0,0.0,307.0,527.0,13.0,20.0,48.5,27.0,1.0,32.0,34.0,75.0,2.5,1844.0,330.0,2.6949999999999994,56.39,28.0,2.0,2718.0,42.0,1845.0,36.0,51.0,3.0,4.0,2642.0
4744,KCA,AL,465000,864.0,927.0,97.0,214.0,30.0,2.0,6.0,77.0,26.0,15.0,59.0,176.0,2.0,7.0,13.0,7.0,24.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7309.0,488.0,534.25,37.0,87.0,2584.0
4745,MIN,AL,5100000,1242.0,0.0,379.0,688.0,0.0,0.0,101.0,0.0,0.0,0.0,201.0,417.0,19.0,35.0,8.0,11.0,0.0,40.0,28.0,42.0,2.5,1907.0,355.0,2.125,45.42,8.0,0.0,2777.0,52.5,1907.0,37.0,62.0,5.0,5.0,3058.0
4746,SEA,AL,1516200,765.0,688.0,97.0,161.0,31.0,4.0,25.0,81.0,6.0,4.0,61.0,202.0,3.0,11.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,5.0,5.0,0.6,67.5,0.0,0.0,12.0,1.0,4803.0,360.0,21.0,3.0,8.0,1232.0
4747,CHA,AL,27750000,1980.0,178.0,945.0,1884.75,2.0,0.0,191.5,5.0,0.0,0.0,667.5,1314.0,57.0,55.5,48.5,36.0,1.0,40.0,45.0,542.5,2.5,2387.5,370.0,4.03875,84.0375,40.0,2.5,3431.25,52.5,10320.0,149.0,451.0,30.0,25.0,7395.0
4748,PIT,NL,12450000,896.0,331.0,803.0,1453.0,10.0,1.0,155.0,17.0,1.0,0.0,639.0,1106.0,53.0,55.5,48.5,43.0,0.0,40.0,45.0,226.0,2.0,2387.5,370.0,3.921,79.08,40.0,2.5,3431.25,24.0,4007.0,67.0,180.0,29.0,7.0,4748.0
4749,CHN,NL,1425000,294.0,146.0,266.0,575.0,5.0,0.0,57.0,6.0,0.0,0.0,188.0,382.0,14.0,16.0,48.5,11.0,4.0,28.0,32.0,86.0,0.0,1587.0,240.0,1.116,17.64,14.0,1.0,2281.0,4.0,1584.0,40.0,62.0,8.0,3.0,1543.0
4750,LAA,AL,78562500,3409.75,3419.5,930.0,1794.0,152.5,17.5,191.5,357.5,62.5,35.0,472.0,956.0,24.0,31.0,2.0,43.5,70.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,78.0,25.0,15.0,5144.0
4751,CIN,NL,240000,366.0,143.0,308.0,617.0,6.0,0.0,53.0,18.0,1.0,1.0,197.0,243.0,14.0,15.0,12.0,0.0,2.0,22.0,31.0,150.0,0.0,1613.0,266.0,1.62,25.15,18.0,2.0,2333.0,19.0,1613.0,21.0,107.0,4.0,8.0,2002.0
4752,PHI,NL,10050000,1656.0,43.0,302.0,586.0,0.0,0.0,73.0,0.0,0.0,0.0,329.0,534.0,55.0,28.0,15.0,12.0,1.0,36.0,33.0,12.0,2.5,1937.0,282.0,2.845,64.17,17.0,2.5,2812.0,52.5,1939.0,69.0,86.0,8.0,7.0,3983.0
4753,KCA,AL,780000,482.0,19.0,307.0,569.0,0.0,0.0,73.0,0.0,0.0,0.0,159.0,231.0,13.0,18.0,3.0,0.0,0.0,14.0,32.0,92.0,2.5,1316.0,293.0,1.5550000000000002,54.790000000000006,8.0,0.0,2001.0,45.0,1316.0,37.0,40.0,1.0,3.0,2218.0
4754,WAS,NL,63000000,3409.75,3419.5,764.0,1280.0,152.5,17.5,191.5,357.5,62.5,19.0,658.0,1242.0,31.0,55.5,4.0,43.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,92.0,44.0,22.0,4781.0
4755,CLE,AL,327000,105.0,0.0,33.0,63.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0,54.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,192.0,29.0,0.63,14.0,0.0,0.0,285.0,7.0,192.0,4.0,0.0,1.0,0.0,369.0
4756,CLE,AL,33000000,949.0,169.0,932.0,1884.75,7.0,0.0,149.0,14.0,2.0,0.0,584.0,1044.0,37.0,55.5,48.5,43.5,2.0,40.0,45.0,273.0,0.0,2387.5,370.0,4.03875,70.38,40.0,1.0,3431.25,11.0,5250.0,193.0,377.0,18.0,31.0,4852.0
4757,PHI,NL,2850000,612.0,55.0,324.0,535.0,2.0,0.0,66.0,5.0,0.0,0.0,314.0,459.0,10.0,16.0,9.0,0.0,2.0,31.0,38.0,156.0,2.5,1708.0,295.0,2.4400000000000004,75.46,26.0,2.5,2522.0,39.0,1708.0,13.0,50.0,9.0,5.0,3632.0
4758,BAL,AL,313500,69.0,2.0,38.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,21.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,136.0,36.0,1.6,33.46,1.0,0.0,206.0,8.0,136.0,3.0,2.0,0.0,0.0,1421.0
4759,ATL,NL,204000,70.0,48.0,5.0,10.0,2.0,1.0,1.0,7.0,1.0,0.0,4.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,15.0,0.0,0.0,0.0,116.0
4760,TEX,AL,19500000,1854.0,42.0,291.0,623.0,2.0,0.0,74.0,8.0,0.0,0.0,252.0,823.0,30.0,16.0,13.0,4.0,0.0,40.0,45.0,34.0,2.5,2295.0,249.0,2.055,33.31,40.0,1.0,3145.0,52.5,2295.0,27.0,60.0,12.0,2.0,4130.0
4761,TBA,AL,10500000,1768.0,7.0,299.0,590.0,0.0,0.0,89.0,0.0,0.0,0.0,194.0,556.0,32.0,13.0,20.0,23.0,0.0,25.0,43.0,15.0,2.5,1922.0,283.0,3.561999999999999,69.48,20.0,2.0,2680.0,52.5,1919.0,36.0,58.0,3.0,5.0,4638.0
4762,COL,NL,1500000,163.0,206.0,18.0,48.0,10.0,1.0,3.0,30.0,1.0,0.0,15.0,44.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,100.0,58.0,3.0,14.0,714.0
4763,NYN,NL,1537125,150.0,80.0,128.0,265.0,2.0,0.0,24.0,5.0,0.0,0.0,127.0,308.0,5.0,15.0,23.0,10.0,20.0,18.0,16.0,49.0,0.0,856.0,111.0,0.483,6.96,15.0,0.0,1225.0,0.0,855.0,11.0,27.0,2.0,3.0,464.0
4764,SDN,NL,1350000,568.0,0.0,96.0,146.0,0.0,0.0,8.0,0.0,0.0,0.0,104.0,114.0,5.0,13.0,1.0,2.0,0.0,9.0,8.0,0.0,2.5,474.0,87.0,0.753,38.45,18.0,0.0,711.0,52.5,473.0,8.0,23.0,3.0,2.0,1060.0
4765,DET,AL,11350002,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,62.5,35.0,667.5,1099.0,57.0,20.0,48.5,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,6596.0
4766,MIL,NL,15000000,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,62.5,35.0,541.0,1314.0,32.0,55.5,48.5,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,187.0,64.5,45.0,5877.0
4767,MON,NL,327000,145.0,116.0,10.0,21.0,5.0,0.0,3.0,8.0,3.0,0.0,2.0,28.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,194.0,13.0,4.0,20.0,1853.0
4768,ATL,NL,204000,68.0,74.0,5.0,12.0,3.0,0.0,1.0,4.0,1.0,0.0,6.0,15.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,23.0,33.0,5.0,3.0,88.0
4769,SFN,NL,1275000,427.0,514.0,52.0,108.0,22.0,4.0,10.0,45.0,62.5,35.0,31.0,138.0,4.0,9.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4119.0,1217.0,104.0,14.0,11.0,3273.0
4770,KCA,AL,3450000,3409.75,3419.5,912.0,1884.75,152.5,17.5,160.0,357.5,62.5,35.0,412.0,1035.0,27.0,30.0,48.5,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,6319.0
4771,CIN,NL,9950001,1416.0,38.0,294.0,560.0,0.0,0.0,97.0,3.0,0.0,0.0,142.0,480.0,26.0,16.0,20.0,14.0,0.0,34.0,26.0,30.0,2.5,1712.0,286.0,3.303,80.29,6.0,0.0,2385.0,52.5,1710.0,16.0,49.0,1.0,4.0,4029.0
4772,SLN,NL,300000,1478.0,1196.0,155.0,303.0,50.0,9.0,21.0,109.0,57.0,28.0,148.0,174.0,7.0,7.0,7.0,9.0,13.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14620.0,1241.0,35.0,33.0,10.0,4284.0
4773,BOS,AL,4914804,2722.0,3104.0,466.0,805.0,129.0,17.5,105.0,357.5,62.5,35.0,380.0,715.0,42.0,18.0,5.0,17.0,70.0,0.0,0.0,542.5,0.0,3.0,1.0,0.0,9.0,0.0,0.0,7.0,1.0,23936.0,2443.75,156.0,64.5,18.0,3591.0
4774,TEX,AL,1125000,858.0,2.0,256.0,455.0,0.0,0.0,52.0,0.0,0.0,0.0,157.0,261.0,21.0,9.0,2.0,2.0,0.0,18.0,15.0,2.0,2.5,1218.0,236.0,2.5040000000000004,80.46000000000001,16.0,2.5,1792.0,52.5,1218.0,30.0,53.0,8.0,4.0,4658.0
4775,BOS,AL,900000,21.0,1.0,18.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,29.0,18.0,1.168,49.5,1.0,0.0,53.0,3.0,30.0,0.0,1.0,0.0,0.0,823.0
4776,NYN,NL,3450000,1841.0,43.0,486.0,934.0,1.0,0.0,91.0,1.0,0.0,0.0,289.0,555.0,49.0,35.0,32.0,20.0,1.0,40.0,45.0,36.0,2.5,2387.5,370.0,4.03875,80.62,30.0,2.5,3431.25,52.5,2571.0,36.0,136.0,10.0,14.0,4900.0
